slno,trans_date_trans_time,cc_num,category,AMT_TRANS,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
949,21-06-2020 17:39,4.59E+12,food_dining,550980,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20-01-1953,144ff699fb5efc48d11f9d8037c0699f,40.755257,-95.016795,0
950,21-06-2020 17:39,2.13E+14,home,1096020,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24-07-1969,c6bcc83536f6d419d00088e3fbfeb8a2,42.029293,-92.637066,0
951,21-06-2020 17:40,4.29E+18,shopping_pos,315000,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,09-06-1973,cdb7839b9b57c1bd8f856c3166b0e9db,37.480372,-77.34958,1
952,21-06-2020 17:41,3.53E+15,food_dining,270000,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,06-07-1955,0152381d6388abe43bc3c0df33abf618,44.801505,-84.226252,0
953,21-06-2020 17:41,3.55E+15,misc_pos,500211,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",01-09-1984,73bc3be0739135491ba9df47b68cc984,48.843511,-122.198279,0
954,21-06-2020 17:41,3.51E+15,entertainment,715095,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",26-07-2001,0f85d348a610812f20edd0f665f1ded9,39.020909,-91.026669,0
955,21-06-2020 17:41,6.01E+15,personal_care,538704,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,14-10-1973,6951f80d522f86578a7630abd0a91883,42.131552,-73.555348,1
956,21-06-2020 17:41,3.58E+15,personal_care,157500,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30-12-2004,28ca7d06ea718e34ebbbf0a5a01b34dc,38.87524,-96.322235,0
957,21-06-2020 17:42,5.85E+11,home,824242.5,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,13-08-1930,d3428eb1b0308e2c5339c7da286c0a89,48.044435,-100.940667,0
958,21-06-2020 17:42,4.76E+12,misc_pos,450000,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,20-06-1985,b3bf2e74eb6149c719117210acb3c2ea,33.577256,-97.436814,1
959,21-06-2020 17:42,3.58E+15,personal_care,781920,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",13-09-1961,da93d4907be65ee952a8e5e4625d3f15,37.466954,-85.35168,0
960,21-06-2020 17:43,3.72E+14,health_fitness,755190,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21-01-1966,8ba06e03cd32bb955ddd25795060264b,42.336846,-73.544348,0
961,21-06-2020 17:43,4.29E+18,home,854896.5,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,09-06-1973,44cc6383e3548f2bfdf2ff099ab6c1ce,37.509304,-76.219677,0
962,21-06-2020 17:43,4.33E+15,home,247500,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471,"Education officer, museum",02-08-1967,f439d55238f4384b82d98ed0faf3ffe9,43.363007,-110.976146,1
963,21-06-2020 17:43,3.53E+15,kids_pets,1125000,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13-07-1975,1aea598acbffefd97ae338d9548dd210,42.827476,-72.391325,1
964,21-06-2020 17:43,2.13E+14,entertainment,754740,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576,41.2001,-92.1354,568,Commercial horticulturist,24-07-1969,5d8fce8cdf181d0c8ad4a2bded9bb8e1,40.770993,-92.222089,0
965,21-06-2020 17:44,3.01E+13,shopping_pos,266652,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16-08-1993,d427892483b517d1d90a644bed9a3168,37.409516,-101.079223,1
966,21-06-2020 17:45,3.77E+14,health_fitness,352044,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,14-02-1966,b0a22f71d214fe76a33ac276dad5bb94,39.402506,-77.473659,0
967,21-06-2020 17:45,3.50E+15,health_fitness,585000,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,02-09-1983,a8d0cd62c52685ae6031377a727dd402,42.525305,-83.029194,0
968,21-06-2020 17:45,4.31E+18,kids_pets,350581.5,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,12-06-1977,db9452c92b361f4f5fe7ed0f9ab8607e,39.158528,-75.856223,1
969,21-06-2020 17:46,4.71E+15,health_fitness,270000,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",04-02-1967,78684beb802a3933aa1c054d23bc56d0,36.748408,-83.510051,0
970,21-06-2020 17:47,3.45E+14,health_fitness,436032,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",03-04-1960,bcb75f9e03a86b0030d3e9d0109228de,42.641615,-73.15992,0
971,21-06-2020 17:47,2.72E+15,shopping_pos,640458,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,a811be22cf31c81137a35c1613628d48,44.098793,-69.786705,0
972,21-06-2020 17:47,6.30E+11,entertainment,188685,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,14-03-1970,ba99d9c66e31102f520642835538a529,37.689842,-79.319201,1
973,21-06-2020 17:47,5.74E+11,home,848745,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,23-07-1986,521bfb09d3e34fa5a2d1422518ef891f,42.89143,-86.726556,1
974,21-06-2020 17:47,2.13E+14,personal_care,835380,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,27-09-1959,025ec245dfa222be9131eb7972541bcd,42.582204,-76.11104,0
975,21-06-2020 17:47,4.95E+15,kids_pets,1006920,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,05-04-1957,a0fe215baad4b0e4708692350ec009b9,42.042757,-80.204413,0
976,21-06-2020 17:48,1.80E+14,entertainment,203760,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19-07-1974,06a5438c24fa7997ae9f17f9623e2da9,39.781809,-75.309635,0
977,21-06-2020 17:49,2.61E+15,health_fitness,350676,Tanya,Dickerson,F,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,27-07-1994,97204cf42bd8f5da59d96b570186d8e6,35.746446,-87.204047,0
978,21-06-2020 17:49,2.13E+14,kids_pets,135000,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,04-06-1962,baf9893de4388591275f8731f8962d31,41.526883,-78.851897,1
979,21-06-2020 17:49,3.59E+15,kids_pets,284400,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,29-06-1935,c05cbb858c42420d480c08a504814dfb,44.99083,-92.207075,0
980,21-06-2020 17:50,4.46E+12,health_fitness,450000,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24-01-1990,d0a7b9ce1e2409f201249667d5b489d2,30.079449,-85.467857,0
981,21-06-2020 17:50,2.72E+15,travel,299772,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,9fd30ad3f9e8569621ae47bddf121d7f,45.027308,-69.51113,0
982,21-06-2020 17:50,3.44E+14,travel,497520,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,05-05-1967,e779ba146d582f1f46830fe4fe32e3cd,31.678842,-81.741372,1
983,21-06-2020 17:50,3.59E+15,personal_care,640080,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10-05-1959,8e2201cf413dbb49fa9fd9e495ec3ec4,45.356967,-67.254668,0
984,21-06-2020 17:50,4.42E+15,travel,679500,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,12-11-1957,1418d2542e8e5ac997701298d14f46e8,40.45154,-82.769136,0
985,21-06-2020 17:50,4.16E+15,home,135000,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),12-10-1983,8f0d2fdba22f2d3b8c19faa33292b9ff,34.550241,-99.143543,0
986,21-06-2020 17:51,4.32E+18,kids_pets,312768,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,01-02-1960,000245bf66ede36b681282f3d042f9e3,36.367381,-83.68889,1
987,21-06-2020 17:51,6.76E+11,entertainment,1006920,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,24-08-1967,7c9d1e6082063a86608e2ce4dcbfd966,40.277281,-96.198572,0
988,21-06-2020 17:52,4.00E+15,kids_pets,263686.5,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,08-02-1989,8c8d5ca5a7634011c83ed5eac62799cb,32.747153,-86.730753,0
989,21-06-2020 17:52,4.13E+15,travel,840951,Kyle,Park,M,7507 Larry Passage Suite 859,Mount Perry,OH,43760,39.8788,-82.188,1831,Barrister's clerk,18-10-1953,e2fd3ce4c71bc216d839442c632f9bc5,39.409405,-82.288836,0
990,21-06-2020 17:52,4.81E+18,personal_care,143910,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,31-08-1985,c691a69376ec9f023bbaecbede033124,36.066244,-93.28361,0
991,21-06-2020 17:52,3.57E+15,shopping_pos,1165500,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,25-04-1971,575b1fbf857fa15e3e968bfc1d1f826a,33.481016,-119.174078,1
992,21-06-2020 17:52,3.59E+15,home,490536,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,28-12-1963,36f3531084af4b334a746822820088b4,42.033268,-75.993296,0
993,21-06-2020 17:53,3.01E+13,food_dining,835380,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",27-11-1992,8080572d28ee2d6c3d0caddb34c0b272,39.46301,-95.008341,0
994,21-06-2020 17:54,4.07E+12,entertainment,760225.5,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,07-03-1931,9564cf3e53f73cfa70129afde91b3d11,37.012709,-83.173065,1
995,21-06-2020 17:54,2.28E+15,food_dining,495985.5,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,27-12-1997,bdffd4e6ba0b9f96807547babe99afa1,34.525931,-83.56176,0
996,21-06-2020 17:54,6.39E+11,personal_care,1113840,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",20-06-1986,0fc9e377f7066fbc30c5be2964267c7f,39.632775,-80.261883,0
997,21-06-2020 17:54,5.71E+11,kids_pets,517536,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",12-07-1995,d29e1d6d3b9e779bb5f351de53186282,45.105185,-86.872676,0
998,21-06-2020 17:55,1.80E+14,health_fitness,1288350,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,08-12-1953,ef12feeb158578bb1172704a051bd7d1,35.045926,-80.87096,0
999,21-06-2020 17:55,4.93E+15,travel,679500,Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,29-09-1976,904e99f9a81c33371549da1ed53ac282,44.444997,-93.515788,0
1000,21-06-2020 17:55,2.13E+14,home,679500,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,18-10-1976,c247755a51c9bf250cab57be47864743,46.351315,-118.516432,0
1001,21-06-2020 17:55,3.79E+14,misc_pos,180000,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,01-05-1986,23051137c04ac8ab80751d196ae4668f,35.199444,-98.221661,1
1002,21-06-2020 17:55,6.76E+11,travel,545040,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13-03-1994,923a5c5f54cf0139bf40cb2641e3d5c3,41.935475,-74.270257,0
1003,21-06-2020 17:55,3.55E+15,home,1546020,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,09-10-1976,aae847c99da6527b9dd9be98e2d6ab0c,43.502814,-75.190999,0
1004,21-06-2020 17:56,3.58E+15,health_fitness,746271,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30-12-2004,54c5fd0ebf33c6edc44587a4a3698329,40.131717,-95.548084,1
1005,21-06-2020 17:56,3.76E+14,home,1661418,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,15-12-1943,f13c87f9486c4df561e4ad39062165e6,31.487065,-98.504538,0
1006,21-06-2020 17:56,4.67E+15,personal_care,450000,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,14-08-1947,6a63d998212802e67127ad2976e6b24d,31.622214,-84.440585,0
1007,21-06-2020 17:56,3.50E+15,home,225000,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",30-11-1948,8f96ec5e0a241fae48e4f111b7a75124,30.143601,-95.43006,0
1008,21-06-2020 17:57,4.36E+15,misc_pos,180000,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,12-03-1997,7d4e2298a6b4ce4381e49f70f31d87c1,40.380445,-120.421555,1
1009,21-06-2020 17:57,2.13E+14,entertainment,202500,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,09-02-1994,b140ab1412181c40dc9fc271db093e4d,46.094324,-83.586239,0
1010,21-06-2020 17:57,3.59E+15,home,548770.5,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10-05-1959,21efbc15f81d73ddcda554b2682c95f9,45.41792,-67.271906,0
1011,21-06-2020 17:57,4.16E+15,shopping_pos,1102171.5,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",19-10-1973,a2e5e13fcf052a903f86bafe648db43b,40.504149,-80.333244,0
1012,21-06-2020 17:57,4.50E+18,shopping_net,508495.5,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,03-07-1979,e3f14db177ab8c75da3188712fcbfd9b,28.109086,-81.61768,0
1013,21-06-2020 17:57,2.72E+15,shopping_pos,382500,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,28-03-1974,48f89f6fa0cd3f337a080588e81f4b32,36.734592,-86.608226,1
1014,21-06-2020 17:58,3.75E+14,personal_care,603000,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,03-07-1984,9f5df7e8ac58f9151e379cb2c21344e0,39.622762,-77.870427,0
1015,21-06-2020 17:58,4.81E+18,personal_care,1125000,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,31-08-1985,3098bdb9257b51e6c7af717dea3afb86,36.930189,-94.409656,0
1016,21-06-2020 17:58,5.10E+15,shopping_pos,405000,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,08-07-1978,feec75122016d0f4360367eeeffcf01d,41.793191,-72.135386,0
1017,21-06-2020 17:59,4.75E+12,misc_pos,1042164,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",07-10-1998,194cdca0fde14c422c94c8632acdd4cb,41.503348,-86.742698,1
1018,21-06-2020 17:59,6.30E+11,home,670500,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29-08-1981,d6052f8448588e33a8434a8e6508efdd,39.192255,-80.346567,0
1019,21-06-2020 17:59,2.72E+15,shopping_pos,1190340,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,fab1db997b53a3e1a87f29b90e595be0,43.575333,-70.466875,0
1020,21-06-2020 17:59,3.78E+14,personal_care,675000,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",06-04-1964,50cac18960aff6bd350a354f638f94e6,43.819099,-123.336303,0
1021,21-06-2020 18:00,2.13E+14,kids_pets,78192,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,10-02-1982,7a412c96c69639e13aa941d25bcc9695,38.758656,-87.157768,0
1022,21-06-2020 18:00,4.56E+18,personal_care,193572,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,18-10-1972,2f0c23b211c294fa6fa854f21ee200b0,39.26645,-121.99167,0
1023,21-06-2020 18:00,2.24E+15,personal_care,314100,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10-04-1996,fb3fe04048f489407c43c646b4ab2a67,38.488867,-85.174413,1
1024,21-06-2020 18:00,4.54E+18,food_dining,545040,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,284b313887062a85cd62018046eb40d5,34.99628,-105.710262,0
1025,21-06-2020 18:00,3.58E+15,kids_pets,1256400,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27-09-1970,17502399546ad98e7851dd6f09907396,34.382164,-98.837418,0
1026,21-06-2020 18:01,4.95E+15,food_dining,288562.5,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",15-06-1976,45c2f09dcc6d393bf8180db6a00a3456,37.645601,-89.252379,0
1027,21-06-2020 18:01,3.72E+14,home,337500,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,13-03-1970,6993e2346e96df4b9e42e6788f12e523,45.328359,-102.81948,0
1028,21-06-2020 18:01,3.50E+15,shopping_net,909000,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",23-07-1992,b1d6857f31e2db467a39c8118bbfaf94,40.296299,-83.808124,1
1029,21-06-2020 18:02,3.02E+13,travel,675000,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,23-03-1977,2c4609386247cca6dcff3f591bba5f54,33.488688,-96.328645,0
1030,21-06-2020 18:02,6.01E+15,entertainment,900000,Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,11-06-1986,b73c895265276984c56058cd9cc08142,33.713095,-93.547198,0
1031,21-06-2020 18:02,6.01E+15,shopping_pos,161730,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,02-09-1985,26f41c6efbdc56845905fd3c40aa3352,37.645745,-78.298321,0
1032,21-06-2020 18:02,3.52E+15,kids_pets,549000,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16-10-1941,0a2266fcd91f60b38996c4f3737f6c6c,36.715808,-79.542628,1
1033,21-06-2020 18:02,3.65E+13,entertainment,314100,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29-01-2005,bc64f9ce5982da969d626382f6d0fc1d,40.383071,-82.147218,0
1034,21-06-2020 18:02,5.74E+11,shopping_net,314100,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,23-07-1986,80a20e8638b23c65672e67b1d7feeef7,41.745952,-88.032608,0
1035,21-06-2020 18:02,4.01E+15,shopping_pos,180000,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,24-08-1983,b3b3c3f0bb276e7fa402430e9dce5786,30.779793,-94.692935,0
1036,21-06-2020 18:03,3.59E+15,home,485640,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",05-03-1972,8f6da8c9f699c923ec6369d8a547156d,43.43424,-97.162944,1
1037,21-06-2020 18:04,3.73E+14,shopping_net,1078200,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20-02-2000,ae91b0291ac72991b8c9ee45eeb66643,48.927658,-93.970337,0
1038,21-06-2020 18:05,3.82E+13,home,463284,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15-04-1988,1b427fb70c05ef2a1a8cef450cd34ea5,43.393455,-71.506317,0
1039,21-06-2020 18:06,3.73E+14,shopping_net,203760,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18-06-1985,5ec4f0723bf9f23ad674a98961541958,43.384068,-83.843036,0
1040,21-06-2020 18:06,4.71E+15,food_dining,545040,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",04-02-1967,d469b8e9dfdefe72065fd8e442fd832a,35.875701,-82.413586,0
1041,21-06-2020 18:07,3.55E+15,home,284400,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,05-07-1984,39bb0f0249dfd8541febd9a9fe88c4ae,33.264607,-96.844598,1
1042,21-06-2020 18:08,3.00E+13,personal_care,540000,Kevin,Summers,M,7302 Samantha Mission,Carroll,NE,68723,42.277,-97.1926,566,Metallurgist,26-01-1975,b9f72b2d6de822a26cefae6404a956b7,41.363411,-97.326187,0
1043,21-06-2020 18:08,6.53E+15,home,1129500,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19-03-1998,7050d3f0cdcd1fde8a55bdaf8083257b,44.573673,-73.195089,0
1044,21-06-2020 18:08,4.30E+15,shopping_net,153000,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25-05-1995,3b1e799de5fa593a74b851b9d5f8bbe1,43.849101,-85.560458,0
1045,21-06-2020 18:09,6.51E+15,shopping_net,247500,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,04-05-1984,0d96598cdbd016ba0bd6dc0e4da148b4,31.892917,-95.223969,1
1046,21-06-2020 18:09,3.56E+15,personal_care,1757466,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,bae2b8d524bf9d233b02e96ce28d1d01,38.960592,-122.53308,0
1047,21-06-2020 18:09,3.77E+14,entertainment,518562,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,14-02-1966,7748c52637e0b727d395e2fc3842461a,39.084257,-78.197603,0
1048,21-06-2020 18:09,3.67E+13,shopping_pos,552555,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,acebfeed89abe1aa274ab5ef8084ce51,33.023415,-110.675518,0
1049,21-06-2020 18:10,3.89E+13,kids_pets,746280,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24-06-1979,a4dbd111698a35785de745fb6086df1d,39.100089,-81.934283,1
1050,21-06-2020 18:10,3.58E+15,home,360000,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,0ecf823bc8f7f768c60211bfb130c911,39.259112,-93.433077,0
1051,21-06-2020 18:10,2.72E+15,health_fitness,450000,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,28-03-1974,0b0ef68bdb62d19caae3fb33e577b436,36.022792,-88.168445,1
1052,21-06-2020 18:10,3.45E+14,shopping_net,326439,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,19-05-1984,1814cdf0b0ea3ed5d872eae29556c28b,33.30908,-90.33663,1
1053,21-06-2020 18:10,4.65E+18,shopping_net,180000,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,25-06-1990,9d0083f94a84e84987b42e0523d49b25,40.078204,-73.706415,1
1054,21-06-2020 18:11,3.02E+13,travel,781920,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,24-03-1980,8efde0d61193c6cbe97741135c3fe5d1,39.422977,-82.664028,1
1055,21-06-2020 18:11,3.85E+13,shopping_pos,729000,Veronica,Burton,F,08932 Bonnie Stravenue,Bonita Springs,FL,34135,26.3771,-81.7334,51427,Claims inspector/assessor,21-08-1991,19599c0a74e221e2f3e8cb79e104bd95,26.027069,-81.632341,0
